id,prompt,correct_answer_text,domain_name,domain_keywords
876,Identify the correct statement: What is a trophic level in an ecological pyramid?,A group of organisms that acquire most of their energy from the level below them in the pyramid.,Ecology,trophic level; ecological pyramid; energy flow; ecostructure
877,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of inward or centripetal force.,History Of Science,Isaac Newton; Robert Hooke; centripetal force; gravitational theory; scientific correspondence
878,What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs?,"IL-10 induces the formation of Tr1 cells and tolerogenic DCs, which are dependent on IL-10 and TGF-β, but differ from Tregs by lacking expression of Foxp3. Tr1 cells produce high levels of IL-10 and TGF-β, while tolerogenic DCs produce IL-10 that is important for Tr1 formation.",Immunology,IL-10; Tr1 cells; tolerogenic DCs; TGF-β; Foxp3 expression
879,"Select the most accurate option: Which of the following statements accurately depicts the relationship between Gauss's law, electric flux, electric field, and symmetry in electric fields? based on the given context.","Gauss's law holds in all cases, but it is most useful for calculations involving symmetric electric fields, like those with spherical or cylindrical symmetry, as they allow for simpler algebraic manipulations. Electric flux is not affected by distant charges outside the closed surface, whereas the net electric field, E, can be influenced by any charges positioned outside of the closed surface. In SI base units, the electric flux is expressed as kg·m3·s−3·A−1.",Electromagnetism,Gauss's law; electric flux; spherical symmetry; cylindrical symmetry; SI fundamental quantities
880,What is the relationship between dielectric loss and the transparency of a material?,"Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.",Materials Science,dielectric loss; optical transparency; electromagnetic absorption; high-frequency refraction
881,Choose the correct answer: What is the role of CYCLOIDEA genes in the evolution of bilateral symmetry? carefully.,"CYCLOIDEA genes are responsible for the expression of transcription factors that control the expression of other genes, allowing their expression to influence developmental pathways relating to symmetry.",Evolutionary Developmental Biology,CYCLOIDEA genes; bilateral symmetry; transcription factors; developmental pathways; Antirrhinum majus
882,Identify the correct statement: What is the relationship between the Wigner function and the density matrix operator? among the listed options.,"The Wigner function W(x, p) is the Wigner transform of the density matrix operator ρ̂, and the trace of an operator with the density matrix Wigner-transforms to the equivalent phase-space integral overlap of g(x,p) with the Wigner function.",Quantum Mechanics,Wigner function; density matrix operator; phase-space integral; Moyal bracket; Wigner transform
883,Identify the correct statement: What is the metallicity of Kapteyn's star estimated to be? from the following choices.,8 times less than the Sun,Astrophysics,metallicity; Kapteyn's star; stellar composition; stellar evolution
884,"Which of the following is correct? What is the ""ultraviolet catastrophe""? based on the given context.",It is the misbehavior of a formula for higher frequencies.,Quantum Physics,ultraviolet catastrophe; classical physics; electromagnetic radiation; energy distribution
885,Choose the correct answer: What is Lorentz symmetry or Lorentz invariance in relativistic physics? among the listed options.,Lorentz symmetry or Lorentz invariance is an equivalence of observation or observational symmetry due to special relativity implying that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.,Theoretical Physics,Lorentz invariance; spacetime manifold; Lorentz group; special relativity; four-vectors
